"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.NAME","Input.OCCUPATION","Input.DESCRIPTION","Answer.POLITICAL POSITION","Approve","Reject"
"3FVBZG9CLJE6RI0TY1X0YZCSRJEH0N","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3N8OEVH1FRQ490CTU1Z2XT0R7HPOOD","A1P97PT7OUQHU4","Approved","Wed Apr 24 12:48:24 PDT 2019","Wed Apr 24 12:55:40 PDT 2019","Sat Apr 27 12:55:40 PDT 2019","","","","436","100% (15/15)","100% (15/15)","100% (15/15)","Elizabeth Warren","Senator of Massachusetts","One of her main issues is income inequality. She believes that the middle class is under attack from big corporations and political corruption. She wishes for more regulations and was an advisor to Obama","9"
"3FVBZG9CLJE6RI0TY1X0YZCSRJEH0N","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3O7L7BFSHEP81NO12SJ18KARR6GIE4","A2AR3VBIMNRRJJ","Approved","Tue Apr 23 22:17:51 PDT 2019","Tue Apr 23 22:18:35 PDT 2019","Fri Apr 26 22:18:35 PDT 2019","","","","44","100% (20/20)","100% (20/20)","100% (20/20)","Elizabeth Warren","Senator of Massachusetts","One of her main issues is income inequality. She believes that the middle class is under attack from big corporations and political corruption. She wishes for more regulations and was an advisor to Obama","8"
"3FVBZG9CLJE6RI0TY1X0YZCSRJEH0N","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3STRJBFXOWR1W1WMSQT8KMP5MKTKT8","ALPWT2JWPLXA1","Approved","Wed Apr 24 07:10:06 PDT 2019","Wed Apr 24 07:10:38 PDT 2019","Sat Apr 27 07:10:38 PDT 2019","","","","32","100% (6/6)","100% (6/6)","100% (6/6)","Elizabeth Warren","Senator of Massachusetts","One of her main issues is income inequality. She believes that the middle class is under attack from big corporations and political corruption. She wishes for more regulations and was an advisor to Obama","10"
"3TFJJUELSHPM6KSRRWND6W8RBPTC2T","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3IFS6Q0HJIJ9B6TJ3N36X1E6SXQSIG","ALPWT2JWPLXA1","Approved","Wed Apr 24 07:12:44 PDT 2019","Wed Apr 24 07:13:28 PDT 2019","Sat Apr 27 07:13:28 PDT 2019","","","","44","100% (6/6)","100% (6/6)","100% (6/6)","William F. Weld","Former governor of Massachusetts","Moderate Republican who favors fiscal restraint, free trade, and moderate immigration reform. Has endorsed steps to legalize marijuana and wishes to combat climate change.","2"
"3TFJJUELSHPM6KSRRWND6W8RBPTC2T","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3LKC68YZ3A3CE9LVLNQCENDDAJPOWQ","A1HTSCH5NYPS4R","Approved","Wed Apr 24 17:33:25 PDT 2019","Wed Apr 24 17:37:52 PDT 2019","Sat Apr 27 17:37:52 PDT 2019","","","","267","100% (16/16)","100% (16/16)","100% (16/16)","William F. Weld","Former governor of Massachusetts","Moderate Republican who favors fiscal restraint, free trade, and moderate immigration reform. Has endorsed steps to legalize marijuana and wishes to combat climate change.","2"
"3TFJJUELSHPM6KSRRWND6W8RBPTC2T","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3YDGXNSEOZUXKFFV40VXM94MBLH48C","A2AR3VBIMNRRJJ","Approved","Tue Apr 23 22:12:24 PDT 2019","Tue Apr 23 22:13:07 PDT 2019","Fri Apr 26 22:13:07 PDT 2019","","","","43","100% (20/20)","100% (20/20)","100% (20/20)","William F. Weld","Former governor of Massachusetts","Moderate Republican who favors fiscal restraint, free trade, and moderate immigration reform. Has endorsed steps to legalize marijuana and wishes to combat climate change.","3"
"3R868ACW4SCPT7B8IPSAJY3DUQKGZF","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","33LKR6A5KEKZQ0A0KGNQF7T6DEW1TP","A1P97PT7OUQHU4","Approved","Wed Apr 24 12:29:39 PDT 2019","Wed Apr 24 12:30:09 PDT 2019","Sat Apr 27 12:30:09 PDT 2019","","","","30","100% (15/15)","100% (15/15)","100% (15/15)","Andrew Yang","Former tech executive; the founder of a non-profit","Wants to establish Universal Basic Income (UBI) which pays $1,000 to all Americans funded by the government. Has drawn a lot of attention regarding topics on technology, robots, and artificial intelligence (AI)","3"
"3R868ACW4SCPT7B8IPSAJY3DUQKGZF","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3ERET4BTVM9ICMN8UKORTMOTSDUK9C","A1HTSCH5NYPS4R","Approved","Wed Apr 24 17:58:15 PDT 2019","Wed Apr 24 18:02:20 PDT 2019","Sat Apr 27 18:02:20 PDT 2019","","","","245","100% (16/16)","100% (16/16)","100% (16/16)","Andrew Yang","Former tech executive; the founder of a non-profit","Wants to establish Universal Basic Income (UBI) which pays $1,000 to all Americans funded by the government. Has drawn a lot of attention regarding topics on technology, robots, and artificial intelligence (AI)","10"
"3R868ACW4SCPT7B8IPSAJY3DUQKGZF","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","3RRCEFRB7MCGMDD27CF7DBUNJR2B4I","A2AR3VBIMNRRJJ","Approved","Tue Apr 23 22:11:36 PDT 2019","Tue Apr 23 22:12:11 PDT 2019","Fri Apr 26 22:12:11 PDT 2019","","","","35","100% (20/20)","100% (20/20)","100% (20/20)","Andrew Yang","Former tech executive; the founder of a non-profit","Wants to establish Universal Basic Income (UBI) which pays $1,000 to all Americans funded by the government. Has drawn a lot of attention regarding topics on technology, robots, and artificial intelligence (AI)","10"
"3DTJ4WT8BDFR9TFHCU2MJVI1HA5EZW","39P6QDR00R4687AHV27OQRXYS2YMDG","Candidate Confidential","Gauging political candidate's political positions","describe, your, task","$0.01","Tue Apr 23 14:26:12 PDT 2019","3","BatchId:235235;OriginalHitTemplateId:921587254;","3600","259200","Tue Apr 30 14:26:12 PDT 2019","","","30H4UDGLT2IYUX3IWLX4UPGCMM7MPE","A1HTSCH5NYPS4R","Approved","Wed Apr 24 18:02:20 PDT 2019","Wed Apr 24 18:06:43 PDT 2019","Sat Apr 27 18:06:43 PDT 2019","","","","263","100% (16/16)","100% (16/16)","100% (16/16)","Cory Booker","Senator of New Jersey; former mayor of Newark","Central is his call to action on criminal justice reform. He fights for equal justice for all and passed a bill that would begin to reverse mass incarceration. He also backs a federally-backed savings account for every child born in the US that grows with them as they grow older.","8"
